JOBID;ST;NODES;CPUS;ACCOUNT;USER
53689293;PD;1;4;bradley_r;chewgl
53689294;PD;1;4;bradley_r;chewgl
53689295;PD;1;4;bradley_r;chewgl
53689296;PD;1;4;bradley_r;chewgl
53689297;PD;1;4;bradley_r;chewgl
53689298;PD;1;4;bradley_r;chewgl
53689299;PD;1;4;bradley_r;chewgl
53689300;PD;1;4;bradley_r;chewgl
53689301;PD;1;4;bradley_r;chewgl
53689302;PD;1;4;bradley_r;chewgl
53689303;PD;1;4;bradley_r;chewgl
53689304;PD;1;4;bradley_r;chewgl
53689305;PD;1;4;bradley_r;chewgl
53689306;PD;1;4;bradley_r;chewgl
53689307;PD;1;4;bradley_r;chewgl
53689308;PD;1;4;bradley_r;chewgl
53689309;PD;1;4;bradley_r;chewgl
53689310;PD;1;4;bradley_r;chewgl
53689311;PD;1;4;bradley_r;chewgl
53689312;PD;1;4;bradley_r;chewgl
53689313;PD;1;4;bradley_r;chewgl
53689314;PD;1;4;bradley_r;chewgl
53689315;PD;1;4;bradley_r;chewgl
53689316;PD;1;4;bradley_r;chewgl
53689317;PD;1;4;bradley_r;chewgl
53689318;PD;1;4;bradley_r;chewgl
53689319;PD;1;4;bradley_r;chewgl
53689320;PD;1;4;bradley_r;chewgl
53689321;PD;1;4;bradley_r;chewgl
53689322;PD;1;4;bradley_r;chewgl
53689323;PD;1;4;bradley_r;chewgl
53689324;PD;1;4;bradley_r;chewgl
53689325;PD;1;4;bradley_r;chewgl
53689326;PD;1;4;bradley_r;chewgl
53689327;PD;1;4;bradley_r;chewgl
53689328;PD;1;4;bradley_r;chewgl
53689329;PD;1;4;bradley_r;chewgl
53689330;PD;1;4;bradley_r;chewgl
53689331;PD;1;4;bradley_r;chewgl
53689332;PD;1;4;bradley_r;chewgl
53689333;PD;1;4;bradley_r;chewgl
53689334;PD;1;4;bradley_r;chewgl
53689335;PD;1;4;bradley_r;chewgl
53689336;PD;1;4;bradley_r;chewgl
53689337;PD;1;4;bradley_r;chewgl
53689338;PD;1;4;bradley_r;chewgl
53689339;PD;1;4;bradley_r;chewgl
53689340;PD;1;4;bradley_r;chewgl
53689341;PD;1;4;bradley_r;chewgl
53689342;PD;1;4;bradley_r;chewgl
53689343;PD;1;4;bradley_r;chewgl
53689344;PD;1;4;bradley_r;chewgl
53689345;PD;1;4;bradley_r;chewgl
53689346;PD;1;4;bradley_r;chewgl
53689347;PD;1;4;bradley_r;chewgl
53689348;PD;1;4;bradley_r;chewgl
53689349;PD;1;4;bradley_r;chewgl
53689350;PD;1;4;bradley_r;chewgl
53689351;PD;1;4;bradley_r;chewgl
53689352;PD;1;4;bradley_r;chewgl
53689353;PD;1;4;bradley_r;chewgl
53689354;PD;1;4;bradley_r;chewgl
53689355;PD;1;4;bradley_r;chewgl
53689356;PD;1;4;bradley_r;chewgl
53689357;PD;1;4;bradley_r;chewgl
53689358;PD;1;4;bradley_r;chewgl
53689359;PD;1;4;bradley_r;chewgl
53689360;PD;1;4;bradley_r;chewgl
53689361;PD;1;4;bradley_r;chewgl
53689362;PD;1;4;bradley_r;chewgl
53689363;PD;1;4;bradley_r;chewgl
53689364;PD;1;4;bradley_r;chewgl
53689365;PD;1;4;bradley_r;chewgl
53689366;PD;1;4;bradley_r;chewgl
53689367;PD;1;4;bradley_r;chewgl
53689368;PD;1;4;bradley_r;chewgl
53689369;PD;1;4;bradley_r;chewgl
53689370;PD;1;4;bradley_r;chewgl
53689371;PD;1;4;bradley_r;chewgl
53689372;PD;1;4;bradley_r;chewgl
53689373;PD;1;4;bradley_r;chewgl
53689374;PD;1;4;bradley_r;chewgl
53689375;PD;1;4;bradley_r;chewgl
53689376;PD;1;4;bradley_r;chewgl
53689377;PD;1;4;bradley_r;chewgl
53689378;PD;1;4;bradley_r;chewgl
53689379;PD;1;4;bradley_r;chewgl
53689380;PD;1;4;bradley_r;chewgl
53689381;PD;1;4;bradley_r;chewgl
53689382;PD;1;4;bradley_r;chewgl
53689383;PD;1;4;bradley_r;chewgl
53689384;PD;1;4;bradley_r;chewgl
53689385;PD;1;4;bradley_r;chewgl
53689386;PD;1;4;bradley_r;chewgl
53689387;PD;1;4;bradley_r;chewgl
53689388;PD;1;4;bradley_r;chewgl
53689389;PD;1;4;bradley_r;chewgl
53689390;PD;1;4;bradley_r;chewgl
53689391;PD;1;4;bradley_r;chewgl
53689392;PD;1;4;bradley_r;chewgl
53689393;PD;1;4;bradley_r;chewgl
53689394;PD;1;4;bradley_r;chewgl
53689395;PD;1;4;bradley_r;chewgl
53689396;PD;1;4;bradley_r;chewgl
53689397;PD;1;4;bradley_r;chewgl
53689398;PD;1;4;bradley_r;chewgl
53689399;PD;1;4;bradley_r;chewgl
53689400;PD;1;4;bradley_r;chewgl
53689401;PD;1;4;bradley_r;chewgl
53689402;PD;1;4;bradley_r;chewgl
53689403;PD;1;4;bradley_r;chewgl
53689404;PD;1;4;bradley_r;chewgl
53689405;PD;1;4;bradley_r;chewgl
53689406;PD;1;4;bradley_r;chewgl
53689407;PD;1;4;bradley_r;chewgl
53689408;PD;1;4;bradley_r;chewgl
53689409;PD;1;4;bradley_r;chewgl
53689410;PD;1;4;bradley_r;chewgl
53689411;PD;1;4;bradley_r;chewgl
53689412;PD;1;4;bradley_r;chewgl
53689413;PD;1;4;bradley_r;chewgl
53689414;PD;1;4;bradley_r;chewgl
53689415;PD;1;4;bradley_r;chewgl
53689416;PD;1;4;bradley_r;chewgl
53689417;PD;1;4;bradley_r;chewgl
53689418;PD;1;4;bradley_r;chewgl
53689419;PD;1;4;bradley_r;chewgl
53689420;PD;1;4;bradley_r;chewgl
53689421;PD;1;4;bradley_r;chewgl
53689422;PD;1;4;bradley_r;chewgl
53689423;PD;1;4;bradley_r;chewgl
53689424;PD;1;4;bradley_r;chewgl
53689425;PD;1;4;bradley_r;chewgl
53689426;PD;1;4;bradley_r;chewgl
53689427;PD;1;4;bradley_r;chewgl
53689428;PD;1;4;bradley_r;chewgl
53689429;PD;1;4;bradley_r;chewgl
53689430;PD;1;4;bradley_r;chewgl
53689431;PD;1;4;bradley_r;chewgl
53689432;PD;1;4;bradley_r;chewgl
53689433;PD;1;4;bradley_r;chewgl
53689434;PD;1;4;bradley_r;chewgl
53689435;PD;1;4;bradley_r;chewgl
53689436;PD;1;4;bradley_r;chewgl
53689437;PD;1;4;bradley_r;chewgl
53689438;PD;1;4;bradley_r;chewgl
53689439;PD;1;4;bradley_r;chewgl
53689440;PD;1;4;bradley_r;chewgl
53689441;PD;1;4;bradley_r;chewgl
53689442;PD;1;4;bradley_r;chewgl
53689443;PD;1;4;bradley_r;chewgl
53689444;PD;1;4;bradley_r;chewgl
53689445;PD;1;4;bradley_r;chewgl
53689446;PD;1;4;bradley_r;chewgl
53689447;PD;1;4;bradley_r;chewgl
53689448;PD;1;4;bradley_r;chewgl
53689449;PD;1;4;bradley_r;chewgl
53689450;PD;1;4;bradley_r;chewgl
53689451;PD;1;4;bradley_r;chewgl
53689452;PD;1;4;bradley_r;chewgl
53689453;PD;1;4;bradley_r;chewgl
53689454;PD;1;4;bradley_r;chewgl
53689455;PD;1;4;bradley_r;chewgl
53689456;PD;1;4;bradley_r;chewgl
53689457;PD;1;4;bradley_r;chewgl
53689458;PD;1;4;bradley_r;chewgl
53689459;PD;1;4;bradley_r;chewgl
53689460;PD;1;4;bradley_r;chewgl
53689461;PD;1;4;bradley_r;chewgl
53689462;PD;1;4;bradley_r;chewgl
53689463;PD;1;4;bradley_r;chewgl
53689464;PD;1;4;bradley_r;chewgl
53689465;PD;1;4;bradley_r;chewgl
53689466;PD;1;4;bradley_r;chewgl
53689467;PD;1;4;bradley_r;chewgl
53689468;PD;1;4;bradley_r;chewgl
53689469;PD;1;4;bradley_r;chewgl
53689470;PD;1;4;bradley_r;chewgl
53689471;PD;1;4;bradley_r;chewgl
53689472;PD;1;4;bradley_r;chewgl
53689473;PD;1;4;bradley_r;chewgl
53689474;PD;1;4;bradley_r;chewgl
53689475;PD;1;4;bradley_r;chewgl
53689476;PD;1;4;bradley_r;chewgl
53689477;PD;1;4;bradley_r;chewgl
53689478;PD;1;4;bradley_r;chewgl
53689479;PD;1;4;bradley_r;chewgl
53689480;PD;1;4;bradley_r;chewgl
53689481;PD;1;4;bradley_r;chewgl
53689482;PD;1;4;bradley_r;chewgl
53689483;PD;1;4;bradley_r;chewgl
53689484;PD;1;4;bradley_r;chewgl
53689485;PD;1;4;bradley_r;chewgl
53689486;PD;1;4;bradley_r;chewgl
53689487;PD;1;4;bradley_r;chewgl
53689488;PD;1;4;bradley_r;chewgl
53689489;PD;1;4;bradley_r;chewgl
53689490;PD;1;4;bradley_r;chewgl
53689491;PD;1;4;bradley_r;chewgl
53689492;PD;1;4;bradley_r;chewgl
53689493;PD;1;4;bradley_r;chewgl
53689494;PD;1;4;bradley_r;chewgl
53689495;PD;1;4;bradley_r;chewgl
53689496;PD;1;4;bradley_r;chewgl
53689497;PD;1;4;bradley_r;chewgl
53689498;PD;1;4;bradley_r;chewgl
53689499;PD;1;4;bradley_r;chewgl
53689500;PD;1;4;bradley_r;chewgl
53689501;PD;1;4;bradley_r;chewgl
53689502;PD;1;4;bradley_r;chewgl
53689503;PD;1;4;bradley_r;chewgl
53689504;PD;1;4;bradley_r;chewgl
53689505;PD;1;4;bradley_r;chewgl
53689506;PD;1;4;bradley_r;chewgl
53689507;PD;1;4;bradley_r;chewgl
53689508;PD;1;4;bradley_r;chewgl
53689509;PD;1;4;bradley_r;chewgl
53689510;PD;1;4;bradley_r;chewgl
53689511;PD;1;4;bradley_r;chewgl
53689512;PD;1;4;bradley_r;chewgl
53689513;PD;1;4;bradley_r;chewgl
53689514;PD;1;4;bradley_r;chewgl
53689515;PD;1;4;bradley_r;chewgl
53689516;PD;1;4;bradley_r;chewgl
53689517;PD;1;4;bradley_r;chewgl
53689518;PD;1;4;bradley_r;chewgl
53689519;PD;1;4;bradley_r;chewgl
53689520;PD;1;4;bradley_r;chewgl
53689521;PD;1;4;bradley_r;chewgl
53689522;PD;1;4;bradley_r;chewgl
53689523;PD;1;4;bradley_r;chewgl
53689524;PD;1;4;bradley_r;chewgl
53689525;PD;1;4;bradley_r;chewgl
53689526;PD;1;4;bradley_r;chewgl
53689527;PD;1;4;bradley_r;chewgl
53689528;PD;1;4;bradley_r;chewgl
53689530;PD;1;4;bradley_r;chewgl
53689531;PD;1;4;bradley_r;chewgl
53689532;PD;1;4;bradley_r;chewgl
53689533;PD;1;4;bradley_r;chewgl
53689534;PD;1;4;bradley_r;chewgl
53689535;PD;1;4;bradley_r;chewgl
53689536;PD;1;4;bradley_r;chewgl
53689537;PD;1;4;bradley_r;chewgl
53689538;PD;1;4;bradley_r;chewgl
53689539;PD;1;4;bradley_r;chewgl
53689540;PD;1;4;bradley_r;chewgl
53689541;PD;1;4;bradley_r;chewgl
53689542;PD;1;4;bradley_r;chewgl
53689543;PD;1;4;bradley_r;chewgl
53689544;PD;1;4;bradley_r;chewgl
53689545;PD;1;4;bradley_r;chewgl
53689546;PD;1;4;bradley_r;chewgl
53689547;PD;1;4;bradley_r;chewgl
53689548;PD;1;4;bradley_r;chewgl
53689549;PD;1;4;bradley_r;chewgl
53689550;PD;1;4;bradley_r;chewgl
53689551;PD;1;4;bradley_r;chewgl
53689552;PD;1;4;bradley_r;chewgl
53689553;PD;1;4;bradley_r;chewgl
53689554;PD;1;4;bradley_r;chewgl
53689555;PD;1;4;bradley_r;chewgl
53689556;PD;1;4;bradley_r;chewgl
53689557;PD;1;4;bradley_r;chewgl
53689558;PD;1;4;bradley_r;chewgl
53689559;PD;1;4;bradley_r;chewgl
53689560;PD;1;4;bradley_r;chewgl
53689561;PD;1;4;bradley_r;chewgl
53689562;PD;1;4;bradley_r;chewgl
53689563;PD;1;4;bradley_r;chewgl
53689564;PD;1;4;bradley_r;chewgl
53689565;PD;1;4;bradley_r;chewgl
53689566;PD;1;4;bradley_r;chewgl
53689567;PD;1;4;bradley_r;chewgl
53689568;PD;1;4;bradley_r;chewgl
53689569;PD;1;4;bradley_r;chewgl
53689570;PD;1;4;bradley_r;chewgl
53689571;PD;1;4;bradley_r;chewgl
53689572;PD;1;4;bradley_r;chewgl
53689573;PD;1;4;bradley_r;chewgl
53689574;PD;1;4;bradley_r;chewgl
53689575;PD;1;4;bradley_r;chewgl
53689576;PD;1;4;bradley_r;chewgl
53689577;PD;1;4;bradley_r;chewgl
53689578;PD;1;4;bradley_r;chewgl
53689579;PD;1;4;bradley_r;chewgl
53689580;PD;1;4;bradley_r;chewgl
53689581;PD;1;4;bradley_r;chewgl
53689582;PD;1;4;bradley_r;chewgl
53689583;PD;1;4;bradley_r;chewgl
53689584;PD;1;4;bradley_r;chewgl
53689585;PD;1;4;bradley_r;chewgl
53689586;PD;1;4;bradley_r;chewgl
53689587;PD;1;4;bradley_r;chewgl
53689588;PD;1;4;bradley_r;chewgl
53689589;PD;1;4;bradley_r;chewgl
53689590;PD;1;4;bradley_r;chewgl
53689591;PD;1;4;bradley_r;chewgl
53689592;PD;1;4;bradley_r;chewgl
53689593;PD;1;4;bradley_r;chewgl
53689594;PD;1;4;bradley_r;chewgl
53689595;PD;1;4;bradley_r;chewgl
53689596;PD;1;4;bradley_r;chewgl
53689597;PD;1;4;bradley_r;chewgl
53689598;PD;1;4;bradley_r;chewgl
53689599;PD;1;4;bradley_r;chewgl
53689600;PD;1;4;bradley_r;chewgl
53689601;PD;1;4;bradley_r;chewgl
53689602;PD;1;4;bradley_r;chewgl
53689603;PD;1;4;bradley_r;chewgl
53689604;PD;1;4;bradley_r;chewgl
53689605;PD;1;4;bradley_r;chewgl
53689606;PD;1;4;bradley_r;chewgl
53689607;PD;1;4;bradley_r;chewgl
53689608;PD;1;4;bradley_r;chewgl
53689609;PD;1;4;bradley_r;chewgl
53689610;PD;1;4;bradley_r;chewgl
53689611;PD;1;4;bradley_r;chewgl
53689612;PD;1;4;bradley_r;chewgl
53689613;PD;1;4;bradley_r;chewgl
53689614;PD;1;4;bradley_r;chewgl
53689615;PD;1;4;bradley_r;chewgl
53689616;PD;1;4;bradley_r;chewgl
53689617;PD;1;4;bradley_r;chewgl
53689618;PD;1;4;bradley_r;chewgl
53689619;PD;1;4;bradley_r;chewgl
53689620;PD;1;4;bradley_r;chewgl
53689621;PD;1;4;bradley_r;chewgl
53689622;PD;1;4;bradley_r;chewgl
53689623;PD;1;4;bradley_r;chewgl
53689624;PD;1;4;bradley_r;chewgl
53689625;PD;1;4;bradley_r;chewgl
53689626;PD;1;4;bradley_r;chewgl
53689627;PD;1;4;bradley_r;chewgl
53689628;PD;1;4;bradley_r;chewgl
53689629;PD;1;4;bradley_r;chewgl
53689630;PD;1;4;bradley_r;chewgl
53689631;PD;1;4;bradley_r;chewgl
53689632;PD;1;4;bradley_r;chewgl
53689633;PD;1;4;bradley_r;chewgl
53689634;PD;1;4;bradley_r;chewgl
53689635;PD;1;4;bradley_r;chewgl
53689636;PD;1;4;bradley_r;chewgl
53689637;PD;1;4;bradley_r;chewgl
53689638;PD;1;4;bradley_r;chewgl
53689639;PD;1;4;bradley_r;chewgl
53689640;PD;1;4;bradley_r;chewgl
53689641;PD;1;4;bradley_r;chewgl
53689642;PD;1;4;bradley_r;chewgl
53689643;PD;1;4;bradley_r;chewgl
53689644;PD;1;4;bradley_r;chewgl
53689645;PD;1;4;bradley_r;chewgl
53689646;PD;1;4;bradley_r;chewgl
53689647;PD;1;4;bradley_r;chewgl
53689648;PD;1;4;bradley_r;chewgl
53689649;PD;1;4;bradley_r;chewgl
53689650;PD;1;4;bradley_r;chewgl
53689651;PD;1;4;bradley_r;chewgl
53689652;PD;1;4;bradley_r;chewgl
53689653;PD;1;4;bradley_r;chewgl
53689654;PD;1;4;bradley_r;chewgl
53689655;PD;1;4;bradley_r;chewgl
53689656;PD;1;4;bradley_r;chewgl
53689657;PD;1;4;bradley_r;chewgl
53689658;PD;1;4;bradley_r;chewgl
53689659;PD;1;4;bradley_r;chewgl
53689660;PD;1;4;bradley_r;chewgl
53689661;PD;1;4;bradley_r;chewgl
53689662;PD;1;4;bradley_r;chewgl
53689663;PD;1;4;bradley_r;chewgl
53689664;PD;1;4;bradley_r;chewgl
53689665;PD;1;4;bradley_r;chewgl
53689666;PD;1;4;bradley_r;chewgl
53689667;PD;1;4;bradley_r;chewgl
53689668;PD;1;4;bradley_r;chewgl
53689669;PD;1;4;bradley_r;chewgl
53689670;PD;1;4;bradley_r;chewgl
53689671;PD;1;4;bradley_r;chewgl
53689672;PD;1;4;bradley_r;chewgl
53689673;PD;1;4;bradley_r;chewgl
53689674;PD;1;4;bradley_r;chewgl
53689675;PD;1;4;bradley_r;chewgl
53689676;PD;1;4;bradley_r;chewgl
53689677;PD;1;4;bradley_r;chewgl
53689678;PD;1;4;bradley_r;chewgl
53689679;PD;1;4;bradley_r;chewgl
53689680;PD;1;4;bradley_r;chewgl
53689681;PD;1;4;bradley_r;chewgl
53689682;PD;1;4;bradley_r;chewgl
53689683;PD;1;4;bradley_r;chewgl
53689684;PD;1;4;bradley_r;chewgl
53689685;PD;1;4;bradley_r;chewgl
53689686;PD;1;4;bradley_r;chewgl
53689687;PD;1;4;bradley_r;chewgl
53689688;PD;1;4;bradley_r;chewgl
53689689;PD;1;4;bradley_r;chewgl
53689690;PD;1;4;bradley_r;chewgl
53689691;PD;1;4;bradley_r;chewgl
53689692;PD;1;4;bradley_r;chewgl
53689693;PD;1;4;bradley_r;chewgl
53689694;PD;1;4;bradley_r;chewgl
53689695;PD;1;4;bradley_r;chewgl
53689696;PD;1;4;bradley_r;chewgl
53689697;PD;1;4;bradley_r;chewgl
53689698;PD;1;4;bradley_r;chewgl
53689699;PD;1;4;bradley_r;chewgl
53689700;PD;1;4;bradley_r;chewgl
53689701;PD;1;4;bradley_r;chewgl
53689702;PD;1;4;bradley_r;chewgl
53689703;PD;1;4;bradley_r;chewgl
53689704;PD;1;4;bradley_r;chewgl
53689705;PD;1;4;bradley_r;chewgl
53689706;PD;1;4;bradley_r;chewgl
53689708;PD;1;4;bradley_r;chewgl
53689709;PD;1;4;bradley_r;chewgl
53689710;PD;1;4;bradley_r;chewgl
53689711;PD;1;4;bradley_r;chewgl
53689712;PD;1;4;bradley_r;chewgl
53689713;PD;1;4;bradley_r;chewgl
53689714;PD;1;4;bradley_r;chewgl
53689715;PD;1;4;bradley_r;chewgl
53689716;PD;1;4;bradley_r;chewgl
53689717;PD;1;4;bradley_r;chewgl
53689718;PD;1;4;bradley_r;chewgl
53689719;PD;1;4;bradley_r;chewgl
53689720;PD;1;4;bradley_r;chewgl
53689721;PD;1;4;bradley_r;chewgl
53689722;PD;1;4;bradley_r;chewgl
53689723;PD;1;4;bradley_r;chewgl
53689724;PD;1;4;bradley_r;chewgl
53689725;PD;1;4;bradley_r;chewgl
53689726;PD;1;4;bradley_r;chewgl
53689727;PD;1;4;bradley_r;chewgl
53689728;PD;1;4;bradley_r;chewgl
53689729;PD;1;4;bradley_r;chewgl
53689730;PD;1;4;bradley_r;chewgl
53689731;PD;1;4;bradley_r;chewgl
53689732;PD;1;4;bradley_r;chewgl
53689733;PD;1;4;bradley_r;chewgl
53689734;PD;1;4;bradley_r;chewgl
53689735;PD;1;4;bradley_r;chewgl
53689736;PD;1;4;bradley_r;chewgl
53689737;PD;1;4;bradley_r;chewgl
53689738;PD;1;4;bradley_r;chewgl
53689739;PD;1;4;bradley_r;chewgl
53689740;PD;1;4;bradley_r;chewgl
53689741;PD;1;4;bradley_r;chewgl
53689742;PD;1;4;bradley_r;chewgl
53689743;PD;1;4;bradley_r;chewgl
53689744;PD;1;4;bradley_r;chewgl
53689745;PD;1;4;bradley_r;chewgl
53689746;PD;1;4;bradley_r;chewgl
53689747;PD;1;4;bradley_r;chewgl
53689748;PD;1;4;bradley_r;chewgl
53689749;PD;1;4;bradley_r;chewgl
53689750;PD;1;4;bradley_r;chewgl
53689751;PD;1;4;bradley_r;chewgl
53689752;PD;1;4;bradley_r;chewgl
53689753;PD;1;4;bradley_r;chewgl
53689754;PD;1;4;bradley_r;chewgl
53689755;PD;1;4;bradley_r;chewgl
53689756;PD;1;4;bradley_r;chewgl
53689757;PD;1;4;bradley_r;chewgl
53689758;PD;1;4;bradley_r;chewgl
53689759;PD;1;4;bradley_r;chewgl
53689760;PD;1;4;bradley_r;chewgl
53689761;PD;1;4;bradley_r;chewgl
53689762;PD;1;4;bradley_r;chewgl
53689763;PD;1;4;bradley_r;chewgl
53689764;PD;1;4;bradley_r;chewgl
53689765;PD;1;4;bradley_r;chewgl
53689766;PD;1;4;bradley_r;chewgl
53689767;PD;1;4;bradley_r;chewgl
53689768;PD;1;4;bradley_r;chewgl
53689769;PD;1;4;bradley_r;chewgl
53689770;PD;1;4;bradley_r;chewgl
53689771;PD;1;4;bradley_r;chewgl
53689772;PD;1;4;bradley_r;chewgl
53689773;PD;1;4;bradley_r;chewgl
53689774;PD;1;4;bradley_r;chewgl
53689775;PD;1;4;bradley_r;chewgl
53689776;PD;1;4;bradley_r;chewgl
53689777;PD;1;4;bradley_r;chewgl
53689778;PD;1;4;bradley_r;chewgl
53689779;PD;1;4;bradley_r;chewgl
53689780;PD;1;4;bradley_r;chewgl
53689781;PD;1;4;bradley_r;chewgl
53689782;PD;1;4;bradley_r;chewgl
53689783;PD;1;4;bradley_r;chewgl
53689784;PD;1;4;bradley_r;chewgl
53689785;PD;1;4;bradley_r;chewgl
53689786;PD;1;4;bradley_r;chewgl
53689787;PD;1;4;bradley_r;chewgl
53689788;PD;1;4;bradley_r;chewgl
53689789;PD;1;4;bradley_r;chewgl
53689790;PD;1;4;bradley_r;chewgl
53689791;PD;1;4;bradley_r;chewgl
53689792;PD;1;4;bradley_r;chewgl
53689793;PD;1;4;bradley_r;chewgl
53689794;PD;1;4;bradley_r;chewgl
53689795;PD;1;4;bradley_r;chewgl
53689796;PD;1;4;bradley_r;chewgl
53689797;PD;1;4;bradley_r;chewgl
53689798;PD;1;4;bradley_r;chewgl
53689799;PD;1;4;bradley_r;chewgl
53689800;PD;1;4;bradley_r;chewgl
53689801;PD;1;4;bradley_r;chewgl
53689802;PD;1;4;bradley_r;chewgl
53689803;PD;1;4;bradley_r;chewgl
53689804;PD;1;4;bradley_r;chewgl
53689805;PD;1;4;bradley_r;chewgl
53689806;PD;1;4;bradley_r;chewgl
53689807;PD;1;4;bradley_r;chewgl
53689808;PD;1;4;bradley_r;chewgl
53689809;PD;1;4;bradley_r;chewgl
53689810;PD;1;4;bradley_r;chewgl
53689811;PD;1;4;bradley_r;chewgl
53689812;PD;1;4;bradley_r;chewgl
53689813;PD;1;4;bradley_r;chewgl
53689814;PD;1;4;bradley_r;chewgl
53689815;PD;1;4;bradley_r;chewgl
53689816;PD;1;4;bradley_r;chewgl
53689817;PD;1;4;bradley_r;chewgl
53689818;PD;1;4;bradley_r;chewgl
53689819;PD;1;4;bradley_r;chewgl
53689820;PD;1;4;bradley_r;chewgl
53689821;PD;1;4;bradley_r;chewgl
53689822;PD;1;4;bradley_r;chewgl
53689823;PD;1;4;bradley_r;chewgl
53689824;PD;1;4;bradley_r;chewgl
53689825;PD;1;4;bradley_r;chewgl
53689826;PD;1;4;bradley_r;chewgl
53689827;PD;1;4;bradley_r;chewgl
53689828;PD;1;4;bradley_r;chewgl
53689829;PD;1;4;bradley_r;chewgl
53689830;PD;1;4;bradley_r;chewgl
53689831;PD;1;4;bradley_r;chewgl
53689832;PD;1;4;bradley_r;chewgl
53689833;PD;1;4;bradley_r;chewgl
53689834;PD;1;4;bradley_r;chewgl
53689835;PD;1;4;bradley_r;chewgl
53689836;PD;1;4;bradley_r;chewgl
53689837;PD;1;4;bradley_r;chewgl
53689838;PD;1;4;bradley_r;chewgl
53689839;PD;1;4;bradley_r;chewgl
53689840;PD;1;4;bradley_r;chewgl
53689841;PD;1;4;bradley_r;chewgl
53689842;PD;1;4;bradley_r;chewgl
53689843;PD;1;4;bradley_r;chewgl
53689844;PD;1;4;bradley_r;chewgl
53689845;PD;1;4;bradley_r;chewgl
53689846;PD;1;4;bradley_r;chewgl
53689847;PD;1;4;bradley_r;chewgl
53689848;PD;1;4;bradley_r;chewgl
53689849;PD;1;4;bradley_r;chewgl
53689850;PD;1;4;bradley_r;chewgl
53689851;PD;1;4;bradley_r;chewgl
53689852;PD;1;4;bradley_r;chewgl
53689853;PD;1;4;bradley_r;chewgl
53689854;PD;1;4;bradley_r;chewgl
53689855;PD;1;4;bradley_r;chewgl
53689856;PD;1;4;bradley_r;chewgl
53689857;PD;1;4;bradley_r;chewgl
53689858;PD;1;4;bradley_r;chewgl
53689859;PD;1;4;bradley_r;chewgl
53689860;PD;1;4;bradley_r;chewgl
53689861;PD;1;4;bradley_r;chewgl
53689862;PD;1;4;bradley_r;chewgl
53689863;PD;1;4;bradley_r;chewgl
53689864;PD;1;4;bradley_r;chewgl
53689865;PD;1;4;bradley_r;chewgl
53689866;PD;1;4;bradley_r;chewgl
53689867;PD;1;4;bradley_r;chewgl
53689868;PD;1;4;bradley_r;chewgl
53689869;PD;1;4;bradley_r;chewgl
53689870;PD;1;4;bradley_r;chewgl
53689871;PD;1;4;bradley_r;chewgl
53689872;PD;1;4;bradley_r;chewgl
53689873;PD;1;4;bradley_r;chewgl
53689874;PD;1;4;bradley_r;chewgl
53689875;PD;1;4;bradley_r;chewgl
53689876;PD;1;4;bradley_r;chewgl
53689877;PD;1;4;bradley_r;chewgl
53689878;PD;1;4;bradley_r;chewgl
53689879;PD;1;4;bradley_r;chewgl
53689880;PD;1;4;bradley_r;chewgl
53689881;PD;1;4;bradley_r;chewgl
53689882;PD;1;4;bradley_r;chewgl
53689883;PD;1;4;bradley_r;chewgl
53689884;PD;1;4;bradley_r;chewgl
53689885;PD;1;4;bradley_r;chewgl
53689886;PD;1;4;bradley_r;chewgl
53689888;PD;1;4;bradley_r;chewgl
53689889;PD;1;4;bradley_r;chewgl
53689890;PD;1;4;bradley_r;chewgl
53689891;PD;1;4;bradley_r;chewgl
53689892;PD;1;4;bradley_r;chewgl
53689893;PD;1;4;bradley_r;chewgl
53689894;PD;1;4;bradley_r;chewgl
53689895;PD;1;4;bradley_r;chewgl
53689896;PD;1;4;bradley_r;chewgl
53689897;PD;1;4;bradley_r;chewgl
53689898;PD;1;4;bradley_r;chewgl
53689899;PD;1;4;bradley_r;chewgl
53689900;PD;1;4;bradley_r;chewgl
53689901;PD;1;4;bradley_r;chewgl
53689902;PD;1;4;bradley_r;chewgl
53689903;PD;1;4;bradley_r;chewgl
53689904;PD;1;4;bradley_r;chewgl
53689905;PD;1;4;bradley_r;chewgl
53689906;PD;1;4;bradley_r;chewgl
53689907;PD;1;4;bradley_r;chewgl
53689908;PD;1;4;bradley_r;chewgl
53689909;PD;1;4;bradley_r;chewgl
53689910;PD;1;4;bradley_r;chewgl
53689911;PD;1;4;bradley_r;chewgl
53689912;PD;1;4;bradley_r;chewgl
53689913;PD;1;4;bradley_r;chewgl
53689914;PD;1;4;bradley_r;chewgl
53689915;PD;1;4;bradley_r;chewgl
53689916;PD;1;4;bradley_r;chewgl
53689917;PD;1;4;bradley_r;chewgl
53689918;PD;1;4;bradley_r;chewgl
53689919;PD;1;4;bradley_r;chewgl
53689920;PD;1;4;bradley_r;chewgl
53689921;PD;1;4;bradley_r;chewgl
53689922;PD;1;4;bradley_r;chewgl
53689923;PD;1;4;bradley_r;chewgl
53689924;PD;1;4;bradley_r;chewgl
53689925;PD;1;4;bradley_r;chewgl
53689926;PD;1;4;bradley_r;chewgl
53689927;PD;1;4;bradley_r;chewgl
53689928;PD;1;4;bradley_r;chewgl
53689929;PD;1;4;bradley_r;chewgl
53689930;PD;1;4;bradley_r;chewgl
